student_id,name,roll_number,phone_number,email,branch,cgpa,current_semester
1112,Aditya,R10111,9876531040,student1112@university.edu,CIVIL,7.73,1
1113,Rahul,R10112,9876565922,student1113@university.edu,CIVIL,9.76,5
1114,Meera,R10113,9876575083,student1114@university.edu,CSE,8.76,6
1115,Vihaan,R10114,9876529091,student1115@university.edu,MECH,6.11,5
1116,Rohan,R10115,9876561008,student1116@university.edu,MECH,9.6,2
1117,Isha,R10116,9876567546,student1117@university.edu,MECH,8.29,4
1118,Avni,R10117,9876543269,student1118@university.edu,CIVIL,6.39,2
1119,Kabir,R10118,9876519646,student1119@university.edu,EEE,7.22,5
1120,Krishna,R10119,9876524381,student1120@university.edu,CIVIL,9.53,2
1121,Arjun,R10120,9876531343,student1121@university.edu,CSE,8.25,3
1122,Rohan,R10121,9876555094,student1122@university.edu,CSE,6.56,1
1123,Rahul,R10122,9876563082,student1123@university.edu,EEE,7.72,4
1124,Diya,R10123,9876554959,student1124@university.edu,CIVIL,7.11,3
1125,Aarav,R10124,9876510868,student1125@university.edu,ECE,6.51,5
1126,Vivaan,R10125,9876529307,student1126@university.edu,CSE,7.94,2
1127,Priya,R10126,9876512776,student1127@university.edu,CIVIL,9.13,8
1128,Arjun,R10127,9876589795,student1128@university.edu,CSE,6.39,6
1129,Sai,R10128,9876516312,student1129@university.edu,CSE,6.8,2
1130,Anaya,R10129,9876596864,student1130@university.edu,EEE,9.8,5
1131,Rahul,R10130,9876567788,student1131@university.edu,EEE,7.28,8
1132,Kriti,R10131,9876559921,student1132@university.edu,MECH,6.43,1
1133,Rohan,R10132,9876557417,student1133@university.edu,CIVIL,9.21,5
1134,Avni,R10133,9876572649,student1134@university.edu,MECH,8.67,4
1135,Krishna,R10134,9876588827,student1135@university.edu,CSE,7.59,1
1136,Avni,R10135,9876545781,student1136@university.edu,ECE,9.08,2
1137,Saanvi,R10136,9876593107,student1137@university.edu,CSE,7.46,7
1138,Riya,R10137,9876558693,student1138@university.edu,EEE,9.27,3
1139,Arjun,R10138,9876549476,student1139@university.edu,CIVIL,6.2,7
1140,Aditya,R10139,9876549215,student1140@university.edu,MECH,8.8,1
1141,Avni,R10140,9876599151,student1141@university.edu,EEE,6.31,6
1142,Kriti,R10141,9876547972,student1142@university.edu,EEE,9.64,8
1143,Aanya,R10142,9876520198,student1143@university.edu,MECH,8.68,4
1144,Kriti,R10143,9876557805,student1144@university.edu,ECE,9.39,3
1145,Arjun,R10144,9876563534,student1145@university.edu,CIVIL,7.71,5
1146,Aditya,R10145,9876513457,student1146@university.edu,EEE,6.2,5
1147,Anaya,R10146,9876587456,student1147@university.edu,MECH,7.73,7
1148,Saanvi,R10147,9876578784,student1148@university.edu,CIVIL,8.68,1
1149,Krishna,R10148,9876547561,student1149@university.edu,CSE,6.44,4
1150,Aditya,R10149,9876550371,student1150@university.edu,MECH,9.47,1
1151,Anaya,R10150,9876587462,student1151@university.edu,CSE,8.54,7
1152,Vihaan,R10151,9876521941,student1152@university.edu,CSE,6.08,8
1153,Vivaan,R10152,9876552132,student1153@university.edu,EEE,9.02,8
1154,Aarav,R10153,9876531917,student1154@university.edu,CSE,6.6,7
1155,Meera,R10154,9876510661,student1155@university.edu,ECE,7.04,4
1156,Vivaan,R10155,9876549957,student1156@university.edu,ECE,7.66,6
1157,Aanya,R10156,9876532019,student1157@university.edu,ECE,9.41,7
1158,Meera,R10157,9876570177,student1158@university.edu,EEE,8.45,6
1159,Sai,R10158,9876534003,student1159@university.edu,CIVIL,6.63,4
1160,Isha,R10159,9876513704,student1160@university.edu,ECE,9.41,4
1161,Isha,R10160,9876525770,student1161@university.edu,MECH,6.05,8
1162,Arjun,R10161,9876554319,student1162@university.edu,ECE,8.48,8
1163,Rohan,R10162,9876572754,student1163@university.edu,CIVIL,7.49,4
1164,Saanvi,R10163,9876514902,student1164@university.edu,MECH,8.39,7
1165,Kabir,R10164,9876532029,student1165@university.edu,CSE,7.83,3
1166,Vihaan,R10165,9876542410,student1166@university.edu,CSE,6.65,7
1167,Rohan,R10166,9876526498,student1167@university.edu,ECE,6.26,3
1168,Avni,R10167,9876541576,student1168@university.edu,CIVIL,6.51,7
1169,Meera,R10168,9876526344,student1169@university.edu,EEE,6.19,5
1170,Aarav,R10169,9876549079,student1170@university.edu,MECH,9.3,3
1171,Kriti,R10170,9876524609,student1171@university.edu,ECE,9.55,4
1172,Aditya,R10171,9876537612,student1172@university.edu,CSE,6.4,4
1173,Aditya,R10172,9876559639,student1173@university.edu,ECE,6.78,5
1174,Aanya,R10173,9876525146,student1174@university.edu,ECE,7.8,8
1175,Anaya,R10174,9876575718,student1175@university.edu,ECE,8.28,7
1176,Krishna,R10175,9876577100,student1176@university.edu,MECH,6.42,1
1177,Vivaan,R10176,9876546976,student1177@university.edu,CSE,9.18,1
1178,Sai,R10177,9876586387,student1178@university.edu,CIVIL,6.35,4
1179,Sai,R10178,9876548973,student1179@university.edu,EEE,6.25,4
1180,Kriti,R10179,9876579098,student1180@university.edu,CIVIL,8.67,8
1181,Rohan,R10180,9876546109,student1181@university.edu,MECH,6.43,8
1182,Sai,R10181,9876582442,student1182@university.edu,EEE,8.76,1
1183,Kriti,R10182,9876547042,student1183@university.edu,CSE,7.57,7
1184,Saanvi,R10183,9876586224,student1184@university.edu,ECE,8.52,5
1185,Vivaan,R10184,9876545491,student1185@university.edu,CIVIL,7.51,4
1186,Krishna,R10185,9876537091,student1186@university.edu,MECH,6.61,6
1187,Diya,R10186,9876536395,student1187@university.edu,CIVIL,9.54,4
1188,Krishna,R10187,9876514557,student1188@university.edu,CSE,9.73,1
1189,Vivaan,R10188,9876547261,student1189@university.edu,MECH,9.58,5
1190,Diya,R10189,9876543059,student1190@university.edu,CIVIL,6.78,3
1191,Meera,R10190,9876536848,student1191@university.edu,ECE,8.09,1
1192,Diya,R10191,9876580781,student1192@university.edu,CSE,9.09,5
1193,Kabir,R10192,9876548057,student1193@university.edu,CSE,8.94,4
1194,Priya,R10193,9876584460,student1194@university.edu,MECH,9.73,2
1195,Saanvi,R10194,9876568612,student1195@university.edu,CSE,9.27,7
1196,Aanya,R10195,9876530330,student1196@university.edu,ECE,7.2,3
1197,Riya,R10196,9876530564,student1197@university.edu,EEE,9.19,8
1198,Sai,R10197,9876554188,student1198@university.edu,CSE,7.67,6
1199,Saanvi,R10198,9876555611,student1199@university.edu,CIVIL,6.14,6
1200,Kabir,R10199,9876595140,student1200@university.edu,CIVIL,6.07,4
1201,Priya,R10200,9876595823,student1201@university.edu,EEE,7.47,6
1202,Arjun,R10201,9876542874,student1202@university.edu,EEE,6.56,1
1203,Kabir,R10202,9876511481,student1203@university.edu,ECE,9.62,3
1204,Aditya,R10203,9876537095,student1204@university.edu,EEE,7.57,1
1205,Anaya,R10204,9876578380,student1205@university.edu,ECE,9.38,1
1206,Rohan,R10205,9876541017,student1206@university.edu,ECE,7.29,3
1207,Meera,R10206,9876530520,student1207@university.edu,CIVIL,6.8,7
1208,Krishna,R10207,9876517629,student1208@university.edu,MECH,7.43,5
1209,Aditya,R10208,9876516720,student1209@university.edu,EEE,6.99,8
1210,Isha,R10209,9876547537,student1210@university.edu,MECH,9.36,1
1211,Arjun,R10210,9876528261,student1211@university.edu,EEE,8.26,8
1212,Rahul,R10211,9876528205,student1212@university.edu,MECH,7.08,5
1213,Riya,R10212,9876575908,student1213@university.edu,ECE,6.72,3
1214,Kabir,R10213,9876549331,student1214@university.edu,CSE,6.4,1
1215,Aarav,R10214,9876522358,student1215@university.edu,CIVIL,8.67,3
1216,Anaya,R10215,9876587159,student1216@university.edu,ECE,6.96,4
1217,Priya,R10216,9876520641,student1217@university.edu,CIVIL,8.53,4
1218,Kabir,R10217,9876564064,student1218@university.edu,EEE,8.4,7
1219,Kabir,R10218,9876534659,student1219@university.edu,MECH,9.51,7
1220,Sai,R10219,9876529610,student1220@university.edu,MECH,8.06,5
1221,Priya,R10220,9876581268,student1221@university.edu,CSE,7.92,5
1222,Avni,R10221,9876523047,student1222@university.edu,CIVIL,9.41,2
1223,Avni,R10222,9876522612,student1223@university.edu,CSE,6.69,4
1224,Vihaan,R10223,9876522680,student1224@university.edu,CSE,7.01,2
1225,Vivaan,R10224,9876510555,student1225@university.edu,ECE,6.78,8
1226,Aditya,R10225,9876583532,student1226@university.edu,MECH,8.92,8
1227,Isha,R10226,9876551435,student1227@university.edu,CIVIL,7.21,3
1228,Kabir,R10227,9876582059,student1228@university.edu,CSE,8.29,8
1229,Vihaan,R10228,9876554237,student1229@university.edu,CIVIL,9.43,5
1230,Diya,R10229,9876515846,student1230@university.edu,MECH,6.04,6
1231,Meera,R10230,9876545630,student1231@university.edu,MECH,9.51,6
1232,Rohan,R10231,9876540138,student1232@university.edu,MECH,7.63,7
1233,Meera,R10232,9876580201,student1233@university.edu,EEE,7.99,2
1234,Krishna,R10233,9876526788,student1234@university.edu,CIVIL,9.4,8
1235,Krishna,R10234,9876517462,student1235@university.edu,MECH,8.53,5
1236,Rahul,R10235,9876541489,student1236@university.edu,MECH,8.68,3
1237,Diya,R10236,9876554584,student1237@university.edu,EEE,7.97,5
1238,Anaya,R10237,9876534304,student1238@university.edu,CIVIL,6.61,7
1239,Rahul,R10238,9876514975,student1239@university.edu,MECH,6.88,2
1240,Priya,R10239,9876597053,student1240@university.edu,MECH,6.78,2
1241,Rahul,R10240,9876530023,student1241@university.edu,MECH,8.81,3
1242,Meera,R10241,9876567175,student1242@university.edu,CSE,6.03,6
1243,Diya,R10242,9876558236,student1243@university.edu,CSE,9.69,1
1244,Sai,R10243,9876519269,student1244@university.edu,MECH,7.48,8
1245,Aditya,R10244,9876588275,student1245@university.edu,CIVIL,9.62,8
1246,Aarav,R10245,9876542109,student1246@university.edu,MECH,9.21,4
1247,Rahul,R10246,9876544010,student1247@university.edu,CSE,6.82,7
1248,Sai,R10247,9876588559,student1248@university.edu,CIVIL,9.25,8
1249,Kriti,R10248,9876591334,student1249@university.edu,CSE,7.4,1
1250,Aanya,R10249,9876598633,student1250@university.edu,MECH,8.44,5
1251,Anaya,R10250,9876575409,student1251@university.edu,ECE,9.75,5
1252,Riya,R10251,9876549930,student1252@university.edu,ECE,8.3,1
1253,Meera,R10252,9876598302,student1253@university.edu,CSE,6.19,1
1254,Vihaan,R10253,9876562228,student1254@university.edu,MECH,7.86,6
1255,Riya,R10254,9876551882,student1255@university.edu,CSE,7.68,2
1256,Anaya,R10255,9876535663,student1256@university.edu,EEE,7.81,2
1257,Rahul,R10256,9876561937,student1257@university.edu,CSE,8.02,3
1258,Priya,R10257,9876576505,student1258@university.edu,EEE,6.37,3
1259,Arjun,R10258,9876515899,student1259@university.edu,MECH,8.27,7
1260,Aanya,R10259,9876519065,student1260@university.edu,ECE,6.99,4
1261,Kriti,R10260,9876580272,student1261@university.edu,ECE,9.65,2
1262,Avni,R10261,9876567621,student1262@university.edu,CIVIL,9.08,6
1263,Rohan,R10262,9876597920,student1263@university.edu,CIVIL,7.01,8
1264,Vihaan,R10263,9876554308,student1264@university.edu,CIVIL,6.26,6
1265,Vivaan,R10264,9876578923,student1265@university.edu,MECH,9.11,2
1266,Diya,R10265,9876565442,student1266@university.edu,ECE,6.4,1
1267,Kriti,R10266,9876559455,student1267@university.edu,CIVIL,7.54,7
1268,Aarav,R10267,9876583186,student1268@university.edu,CSE,8.67,4
1269,Vihaan,R10268,9876541859,student1269@university.edu,ECE,8.91,2
1270,Saanvi,R10269,9876553117,student1270@university.edu,CIVIL,6.86,4
1271,Isha,R10270,9876541041,student1271@university.edu,CIVIL,8.71,6
1272,Vivaan,R10271,9876550291,student1272@university.edu,ECE,6.14,6
1273,Kriti,R10272,9876576655,student1273@university.edu,CSE,6.5,8
1274,Isha,R10273,9876539667,student1274@university.edu,CIVIL,8.66,5
1275,Isha,R10274,9876539945,student1275@university.edu,MECH,9.18,2
1276,Anaya,R10275,9876526969,student1276@university.edu,MECH,8.41,1
1277,Kriti,R10276,9876574894,student1277@university.edu,EEE,9.29,4
1278,Priya,R10277,9876539770,student1278@university.edu,CSE,9.15,2
1279,Vihaan,R10278,9876574991,student1279@university.edu,EEE,6.97,5
1280,Sai,R10279,9876595237,student1280@university.edu,CSE,9.5,2
1281,Vivaan,R10280,9876522899,student1281@university.edu,CSE,8.26,3
1282,Riya,R10281,9876525781,student1282@university.edu,ECE,6.95,1
1283,Diya,R10282,9876551008,student1283@university.edu,EEE,9.6,5
1284,Avni,R10283,9876514313,student1284@university.edu,MECH,6.82,5
1285,Anaya,R10284,9876597986,student1285@university.edu,MECH,9.17,8
1286,Aanya,R10285,9876592959,student1286@university.edu,CSE,7.49,1
1287,Vihaan,R10286,9876548087,student1287@university.edu,CSE,7.66,5
1288,Sai,R10287,9876512895,student1288@university.edu,MECH,6.28,3
1289,Sai,R10288,9876518465,student1289@university.edu,MECH,8.86,7
1290,Priya,R10289,9876583182,student1290@university.edu,EEE,8.27,6
1291,Anaya,R10290,9876580193,student1291@university.edu,CSE,8.23,6
1292,Vihaan,R10291,9876563845,student1292@university.edu,ECE,8.46,7
1293,Meera,R10292,9876510468,student1293@university.edu,CSE,8.29,5
1294,Avni,R10293,9876549829,student1294@university.edu,EEE,6.79,3
1295,Krishna,R10294,9876527845,student1295@university.edu,CSE,8.65,1
1296,Saanvi,R10295,9876564548,student1296@university.edu,ECE,7.08,7
1297,Meera,R10296,9876535467,student1297@university.edu,CSE,8.24,5
1298,Isha,R10297,9876533916,student1298@university.edu,CSE,7.5,4
1299,Kriti,R10298,9876561061,student1299@university.edu,ECE,7.01,1
1300,Diya,R10299,9876582046,student1300@university.edu,EEE,9.75,5
